product_id,product_name,brand,price,original_price,discount_percentage,discount_amount,rating,ratings_count,reviews_count,display_size,display_type,screen_resolution,battery_life,battery_capacity,water_resistance,bluetooth_version,compatibility,heart_rate_monitor,blood_oxygen_monitor,sleep_tracker,sports_modes,gps,bluetooth_calling,strap_material,strap_color,weight,warranty,availability,scraped_at,touch_screen,charging_time,stress_monitor,step_counter,calorie_tracker,nfc_payments,music_control,camera_control,voice_assistant,notifications,reminders,case_material,dimensions,in_the_box,launch_date,source
SW10235,Huami Amazfit Bip Ultra Weather Display,Huami,4634,6561,29,1927,3.9,26490,17595,"1.3""",LCD,328x405 pixels,18 days,384 mAh,3ATM,5.0,Android,No,Yes,Yes,77,No,No,Nylon,Silver,48 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,42x35x12 mm,"Smartwatch, Charging Cable, User Manual",8/2024,Flipkart
SW10236,Samsung Gear Sport Ultra Stress Monitoring,Samsung,11895,21172,43,9277,4.6,14932,7817,"1.8""",AMOLED,373x430 pixels,10 days,481 mAh,IP67,5.2,iOS,Yes,Yes,Yes,98,Yes,No,Nylon,Gold,41 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,48x35x12 mm,"Smartwatch, Charging Cable, User Manual",3/2022,Flipkart
SW10237,Apple Watch SE Pro Camera Control,Apple,23534,35731,34,12197,4.5,41832,11890,"1.8""",AMOLED,338x377 pixels,3 days,211 mAh,5ATM,5.3,Android & iOS,Yes,Yes,Yes,168,Yes,Yes,Silicone,Gold,73 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber,49x43x14 mm,"Smartwatch, Charging Cable, User Manual",5/2023,Flipkart
SW10238,Ambrane Stride Plus Sports Modes,Ambrane,2876,3844,25,968,4.7,13983,229,"1.2""",LCD,360x426 pixels,12 days,280 mAh,Water Resistant,5.0,iOS,No,Yes,Yes,68,No,No,TPU,Brown,78 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Metal,41x44x11 mm,"Smartwatch, Charging Cable, User Manual",7/2022,Flipkart
SW10239,Noise ColorFit Caliber Stress Monitoring,Noise,4784,7671,37,2887,4.4,31406,16324,"1.4""",TFT,365x328 pixels,15 days,239 mAh,IP67,5.0,Android & iOS,Yes,Yes,Yes,66,No,No,Nylon,Red,76 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Metal,44x35x14 mm,"Smartwatch, Charging Cable, User Manual",7/2023,Flipkart
SW10240,Fire-Boltt Quantum Max Sleep Tracking,Fire-Boltt,4139,5248,21,1109,4.6,14050,19680,"1.3""",LCD,403x354 pixels,15 days,511 mAh,Water Resistant,5.0,Android,No,Yes,Yes,96,No,No,TPU,Pink,33 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,41x42x11 mm,"Smartwatch, Charging Cable, User Manual",7/2023,Flipkart
SW10241,Boult Bolt Lite Bluetooth Calling,Boult,2469,3250,24,781,4.5,1961,936,"1.3""",LCD,383x378 pixels,10 days,450 mAh,5ATM,5.0,iOS,Yes,No,Yes,95,No,Yes,Silicone,Gold,54 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber,45x42x14 mm,"Smartwatch, Charging Cable, User Manual",6/2024,Flipkart
SW10242,Garmin Instinct 2 Stress Monitoring,Garmin,18000,23017,21,5017,4.2,20910,18817,"1.8""",OLED,434x379 pixels,14 days,257 mAh,IP67,5.2,Android & iOS,Yes,No,Yes,107,No,No,Nylon,Gold,33 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Metal,41x40x10 mm,"Smartwatch, Charging Cable, User Manual",10/2022,Flipkart
SW10243,Fitbit Versa Ultra Voice Assistant,Fitbit,8794,15176,42,6382,4.3,46579,4419,"1.8""",AMOLED,401x420 pixels,11 days,487 mAh,5ATM,5.2,Android & iOS,Yes,No,Yes,101,Yes,Yes,Nylon,Gold,54 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Metal,49x38x15 mm,"Smartwatch, Charging Cable, User Manual",4/2022,Flipkart
SW10244,Huami Amazfit Bip Plus Female Health Tracking,Huami,8516,11448,25,2932,4.2,22698,14368,"1.8""",AMOLED,361x356 pixels,11 days,586 mAh,IP67,5.2,iOS,Yes,No,Yes,82,No,No,Polycarbonate,Red,38 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Metal,44x41x12 mm,"Smartwatch, Charging Cable, User Manual",3/2022,Flipkart
SW10245,Huami Amazfit GTS Lite SpO2 Monitor,Huami,7894,11429,30,3535,4.4,7713,10114,"1.4""",TFT,446x361 pixels,15 days,452 mAh,Water Resistant,5.0,Android & iOS,Yes,No,Yes,99,No,No,Polycarbonate,Red,48 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Plastic,44x42x10 mm,"Smartwatch, Charging Cable, User Manual",2/2022,Flipkart
SW10246,boAt Xtend AMOLED Display,boAt,3040,3839,20,799,4.4,20991,11745,"1.4""",LCD,349x353 pixels,8 days,313 mAh,5ATM,5.0,iOS,No,No,Yes,69,No,No,Polycarbonate,Gold,66 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,44x42x11 mm,"Smartwatch, Charging Cable, User Manual",7/2023,Flipkart
SW10247,Fire-Boltt Armor Lite Sports Modes,Fire-Boltt,5004,6535,23,1531,4.7,21812,8249,"1.2""",LCD,374x406 pixels,15 days,508 mAh,IP67,5.0,Android & iOS,No,Yes,Yes,61,No,No,Metal,Pink,46 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Metal,48x38x14 mm,"Smartwatch, Charging Cable, User Manual",8/2022,Flipkart
SW10248,OnePlus Band Max Heart Rate Monitor,OnePlus,3155,4389,28,1234,3.8,17297,9688,"1.3""",LCD,378x333 pixels,18 days,212 mAh,5ATM,5.0,iOS,No,No,Yes,78,No,No,Metal,Black,43 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Metal,45x44x10 mm,"Smartwatch, Charging Cable, User Manual",9/2024,Flipkart
SW10249,Apple Watch Series Sleep Tracking,Apple,40888,69528,41,28640,3.9,47940,19940,"2.2""",AMOLED,355x369 pixels,3 days,598 mAh,3ATM,5.3,Android & iOS,Yes,Yes,Yes,176,Yes,Yes,Nylon,Brown,70 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber,41x40x11 mm,"Smartwatch, Charging Cable, User Manual",11/2023,Flipkart
SW10250,Fire-Boltt Ring Max Bluetooth Calling,Fire-Boltt,5653,7097,20,1444,4.7,15130,5041,"1.3""",LCD,426x371 pixels,12 days,438 mAh,IP68,5.0,Android & iOS,No,Yes,Yes,60,No,No,Silicone,Blue,46 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Plastic,46x35x15 mm,"Smartwatch, Charging Cable, User Manual",11/2022,Flipkart
SW10251,Garmin Forerunner 3 Weather Display,Garmin,19365,30028,35,10663,4.7,29718,5094,"1.6""",OLED,334x377 pixels,8 days,576 mAh,3ATM,5.2,iOS,Yes,No,Yes,120,No,No,Silicone,Purple,67 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Plastic,45x39x11 mm,"Smartwatch, Charging Cable, User Manual",5/2024,Flipkart
SW10252,boAt Flash Pro Camera Control,boAt,3061,4666,34,1605,3.8,1319,3875,"1.3""",LCD,448x341 pixels,12 days,545 mAh,IP67,5.0,Android & iOS,No,No,Yes,87,No,Yes,Nylon,Purple,66 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Metal,40x39x15 mm,"Smartwatch, Charging Cable, User Manual",6/2024,Flipkart
SW10253,Sonata Essence 3 SpO2 Monitor,Sonata,2834,4058,30,1224,4.2,25200,3234,"1.4""",TFT,356x412 pixels,14 days,487 mAh,IP68,5.0,Android & iOS,Yes,Yes,Yes,68,No,No,Nylon,Red,72 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Plastic,50x42x14 mm,"Smartwatch, Charging Cable, User Manual",11/2023,Flipkart
SW10254,Samsung Galaxy Fit 3 Bluetooth Calling,Samsung,24964,33050,24,8086,4.0,5944,9399,"2.0""",AMOLED,422x356 pixels,7 days,363 mAh,5ATM,5.3,Android & iOS,Yes,Yes,Yes,107,Yes,Yes,Polycarbonate,Gold,51 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Plastic,49x42x13 mm,"Smartwatch, Charging Cable, User Manual",3/2022,Flipkart
SW10255,Ambrane Stride Sleep Tracking,Ambrane,3125,5209,40,2084,3.9,41216,3492,"1.4""",LCD,446x387 pixels,20 days,210 mAh,Water Resistant,5.0,Android & iOS,No,No,Yes,57,No,No,Metal,Blue,63 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,45x36x10 mm,"Smartwatch, Charging Cable, User Manual",3/2022,Flipkart
SW10256,Realme TechLife Ultra AMOLED Display,Realme,3339,5287,36,1948,4.3,32800,14195,"1.2""",LCD,405x342 pixels,12 days,534 mAh,IP68,5.0,Android,Yes,No,Yes,87,No,No,Polycarbonate,Pink,39 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber,48x38x12 mm,"Smartwatch, Charging Cable, User Manual",8/2024,Flipkart
SW10257,Sonata Smart Max Water Resistance,Sonata,2606,4396,40,1790,3.9,36096,2979,"1.3""",LCD,344x417 pixels,8 days,466 mAh,IP68,5.0,iOS,No,Yes,Yes,85,No,No,Polycarbonate,Brown,78 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Metal,44x41x11 mm,"Smartwatch, Charging Cable, User Manual",6/2022,Flipkart
SW10258,Fastrack Revolt 2 Sleep Tracking,Fastrack,4195,6645,36,2450,4.6,27587,15636,"1.3""",TFT,373x396 pixels,11 days,387 mAh,3ATM,5.0,iOS,Yes,No,Yes,52,No,No,Leather,Gold,52 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber,46x37x14 mm,"Smartwatch, Charging Cable, User Manual",6/2023,Flipkart
SW10259,Fastrack Reflex Ultra GPS Navigation,Fastrack,2977,4428,32,1451,4.1,10689,4418,"1.3""",LCD,443x444 pixels,12 days,260 mAh,3ATM,5.0,iOS,No,No,Yes,78,No,No,Metal,Gold,79 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,40x45x11 mm,"Smartwatch, Charging Cable, User Manual",7/2024,Flipkart
SW10260,Fitbit Charge Lite Sleep Tracking,Fitbit,16989,29649,42,12660,4.2,17706,2238,"1.6""",OLED,418x408 pixels,13 days,491 mAh,IP67,5.2,Android & iOS,Yes,No,Yes,112,Yes,Yes,Polycarbonate,Pink,74 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Plastic,41x41x11 mm,"Smartwatch, Charging Cable, User Manual",6/2024,Flipkart
SW10261,Fire-Boltt Quantum Sleep Tracking,Fire-Boltt,3830,6744,43,2914,4.0,23668,13015,"1.3""",LCD,440x436 pixels,11 days,229 mAh,Water Resistant,5.0,Android,No,Yes,Yes,81,No,No,Leather,Red,74 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,41x38x15 mm,"Smartwatch, Charging Cable, User Manual",7/2022,Flipkart
SW10262,CrossBeats Ignite Ultra Water Resistance,CrossBeats,3929,5310,26,1381,4.4,6799,16610,"1.4""",LCD,383x376 pixels,18 days,247 mAh,IP67,5.0,Android,No,Yes,Yes,66,No,No,Leather,Purple,51 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Metal,47x44x14 mm,"Smartwatch, Charging Cable, User Manual",1/2022,Flipkart
SW10263,Noise ColorFit Grand Heart Rate Monitor,Noise,3719,4568,18,849,4.7,3575,17878,"1.3""",LCD,344x351 pixels,16 days,340 mAh,IP68,5.0,Android & iOS,Yes,No,Yes,50,No,No,Metal,Pink,37 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber,50x37x15 mm,"Smartwatch, Charging Cable, User Manual",1/2023,Flipkart
SW10264,Realme TechLife Max Sleep Tracking,Realme,5464,7276,24,1812,4.0,20417,14329,"1.2""",TFT,423x446 pixels,13 days,209 mAh,IP68,5.0,iOS,Yes,No,Yes,52,No,Yes,Silicone,Red,46 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,46x40x10 mm,"Smartwatch, Charging Cable, User Manual",2/2024,Flipkart
SW10265,Apple Watch SE Heart Rate Monitor,Apple,42673,71091,39,28418,4.0,38490,377,"2.0""",AMOLED,362x385 pixels,7 days,557 mAh,5ATM,5.3,Android,Yes,Yes,Yes,169,Yes,Yes,Leather,Pink,72 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Fiber,46x43x13 mm,"Smartwatch, Charging Cable, User Manual",5/2024,Flipkart
SW10266,Samsung Gear Sport Ultra Camera Control,Samsung,16116,21641,25,5525,3.8,2878,3897,"1.6""",OLED,399x351 pixels,7 days,524 mAh,3ATM,5.2,Android & iOS,Yes,No,Yes,91,Yes,No,Metal,Black,55 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Metal,40x43x15 mm,"Smartwatch, Charging Cable, User Manual",3/2023,Flipkart
SW10267,Boult Drift Music Control,Boult,1339,1730,22,391,4.8,20607,16051,"1.2""",LCD,324x355 pixels,9 days,571 mAh,IP67,5.0,Android,No,Yes,Yes,75,No,No,Silicone,Pink,74 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,44x36x11 mm,"Smartwatch, Charging Cable, User Manual",7/2024,Flipkart
SW10268,Fastrack Revolt 4 Bluetooth Calling,Fastrack,1998,2680,25,682,4.2,6376,16030,"1.4""",LCD,379x338 pixels,17 days,366 mAh,IP68,5.0,iOS,Yes,Yes,Yes,71,No,No,TPU,Blue,30 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Metal,44x37x10 mm,"Smartwatch, Charging Cable, User Manual",10/2024,Flipkart
SW10269,Ambrane Curve 2 Music Control,Ambrane,1255,2103,40,848,4.4,6659,19474,"1.2""",LCD,392x339 pixels,19 days,581 mAh,5ATM,5.0,Android,No,Yes,Yes,89,No,No,Silicone,Purple,51 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,42x45x11 mm,"Smartwatch, Charging Cable, User Manual",6/2023,Flipkart
SW10270,Fastrack Reflex 4 Bluetooth Calling,Fastrack,5580,8208,32,2628,4.1,30215,3356,"1.4""",TFT,416x330 pixels,14 days,357 mAh,IP67,5.0,Android & iOS,No,Yes,Yes,90,No,No,Metal,Gold,30 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Plastic,41x35x10 mm,"Smartwatch, Charging Cable, User Manual",1/2022,Flipkart
SW10271,CrossBeats Elevate Max Female Health Tracking,CrossBeats,5743,9059,36,3316,4.6,1362,3826,"1.2""",TFT,414x336 pixels,11 days,410 mAh,IP67,5.0,Android & iOS,No,No,Yes,60,No,No,Nylon,Black,63 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,46x42x11 mm,"Smartwatch, Charging Cable, User Manual",10/2022,Flipkart
SW10272,Huami Amazfit GTS Camera Control,Huami,8005,9677,17,1672,4.0,12575,6056,"1.8""",AMOLED,366x371 pixels,12 days,592 mAh,3ATM,5.2,Android & iOS,Yes,No,Yes,99,Yes,No,Metal,Black,32 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,48x41x13 mm,"Smartwatch, Charging Cable, User Manual",1/2022,Flipkart
SW10273,Sonata Smart Ultra GPS Navigation,Sonata,1445,2451,41,1006,4.6,8855,5141,"1.3""",LCD,443x405 pixels,13 days,354 mAh,Water Resistant,5.0,Android,No,No,Yes,86,No,No,Metal,Black,54 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Plastic,43x44x15 mm,"Smartwatch, Charging Cable, User Manual",11/2023,Flipkart
SW10274,Huami Amazfit GTS 2 Notification Alerts,Huami,3602,4666,22,1064,4.2,22175,10420,"1.4""",TFT,358x385 pixels,18 days,344 mAh,5ATM,5.0,Android,No,No,Yes,78,No,No,Metal,Black,71 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Plastic,43x41x11 mm,"Smartwatch, Charging Cable, User Manual",4/2023,Flipkart
SW10275,Titan Smart 2 SpO2 Monitor,Titan,10539,15264,30,4725,4.1,6719,8245,"1.6""",AMOLED,448x347 pixels,9 days,379 mAh,IP68,5.2,Android & iOS,Yes,No,Yes,112,Yes,Yes,Silicone,Black,76 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber,41x38x10 mm,"Smartwatch, Charging Cable, User Manual",6/2024,Flipkart
SW10276,Fire-Boltt Ring Plus Voice Assistant,Fire-Boltt,5253,9057,42,3804,4.2,24700,6262,"1.4""",LCD,396x371 pixels,11 days,568 mAh,Water Resistant,5.0,iOS,No,No,Yes,97,No,No,Nylon,Brown,56 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber,40x37x13 mm,"Smartwatch, Charging Cable, User Manual",11/2024,Flipkart
SW10277,Titan Smart Pro Heart Rate Monitor,Titan,6654,10645,37,3991,4.5,1905,19913,"1.4""",TFT,328x440 pixels,20 days,595 mAh,IP68,5.0,Android & iOS,Yes,Yes,Yes,73,No,No,Polycarbonate,Pink,47 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Metal,45x41x14 mm,"Smartwatch, Charging Cable, User Manual",4/2024,Flipkart
SW10278,OnePlus Watch Ultra Notification Alerts,OnePlus,10716,17890,40,7174,4.4,38852,12212,"1.6""",OLED,348x373 pixels,11 days,515 mAh,IP68,5.2,Android,Yes,Yes,Yes,106,No,Yes,Polycarbonate,Red,70 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Metal,44x44x15 mm,"Smartwatch, Charging Cable, User Manual",7/2022,Flipkart
SW10279,Huami Amazfit Bip 3 Water Resistance,Huami,6633,7694,13,1061,4.1,18043,12146,"1.3""",LCD,389x349 pixels,19 days,276 mAh,IP68,5.0,Android & iOS,No,No,Yes,75,No,Yes,Metal,Pink,80 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Metal,50x36x14 mm,"Smartwatch, Charging Cable, User Manual",5/2023,Flipkart
SW10280,Fastrack Reflex 4 Water Resistance,Fastrack,4581,6091,24,1510,4.2,33468,6460,"1.2""",LCD,410x403 pixels,17 days,434 mAh,5ATM,5.0,Android & iOS,No,Yes,Yes,73,No,No,Leather,Blue,45 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Plastic,44x45x10 mm,"Smartwatch, Charging Cable, User Manual",1/2022,Flipkart
SW10281,Xiaomi Redmi Watch 2 Weather Display,Xiaomi,4539,5783,21,1244,4.4,17645,6959,"1.3""",TFT,349x327 pixels,11 days,412 mAh,Water Resistant,5.0,iOS,Yes,Yes,Yes,90,No,Yes,Nylon,Red,72 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Metal,46x41x13 mm,"Smartwatch, Charging Cable, User Manual",6/2024,Flipkart
SW10282,Apple Watch Series 2 Bluetooth Calling,Apple,59157,81853,27,22696,3.8,14045,2107,"2.0""",AMOLED,380x418 pixels,5 days,410 mAh,5ATM,5.3,Android & iOS,Yes,Yes,Yes,162,Yes,Yes,Metal,Silver,42 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Fiber,42x37x10 mm,"Smartwatch, Charging Cable, User Manual",9/2022,Flipkart
SW10283,Samsung Gear Sport 2 Heart Rate Monitor,Samsung,26329,46093,42,19764,4.2,43108,14314,"2.0""",AMOLED,445x391 pixels,3 days,586 mAh,IP67,5.3,iOS,Yes,Yes,Yes,151,Yes,Yes,TPU,Green,54 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber,48x35x11 mm,"Smartwatch, Charging Cable, User Manual",3/2022,Flipkart
SW10284,boAt Storm Ultra Water Resistance,boAt,4771,8356,42,3585,3.8,19897,16615,"1.4""",LCD,385x426 pixels,12 days,237 mAh,3ATM,5.0,iOS,No,No,Yes,50,No,No,TPU,Black,65 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Metal,42x37x14 mm,"Smartwatch, Charging Cable, User Manual",4/2024,Flipkart
SW10285,Fitbit Inspire 4 Bluetooth Calling,Fitbit,13124,22626,41,9502,4.2,19660,18916,"1.8""",AMOLED,424x361 pixels,9 days,399 mAh,IP68,5.2,iOS,Yes,No,Yes,91,No,Yes,Metal,Brown,30 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Plastic,44x39x12 mm,"Smartwatch, Charging Cable, User Manual",8/2022,Flipkart
SW10286,Huami Amazfit Bip 2 Notification Alerts,Huami,9716,15950,39,6234,4.3,40476,10502,"1.8""",OLED,327x321 pixels,9 days,200 mAh,IP68,5.2,iOS,Yes,No,Yes,101,Yes,Yes,Leather,Silver,31 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Plastic,49x42x13 mm,"Smartwatch, Charging Cable, User Manual",6/2024,Flipkart
SW10287,Apple Watch Series Plus Water Resistance,Apple,27415,42085,34,14670,4.6,15093,10445,"1.8""",AMOLED,440x406 pixels,7 days,543 mAh,Water Resistant,5.3,Android & iOS,Yes,Yes,Yes,114,Yes,Yes,Metal,Brown,46 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Metal,43x39x14 mm,"Smartwatch, Charging Cable, User Manual",4/2023,Flipkart
SW10288,Boult Drift Plus SpO2 Monitor,Boult,4806,8439,43,3633,4.1,46771,4037,"1.4""",TFT,409x339 pixels,18 days,492 mAh,5ATM,5.0,iOS,No,Yes,Yes,71,No,No,Polycarbonate,Gold,32 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Plastic,42x44x13 mm,"Smartwatch, Charging Cable, User Manual",2/2023,Flipkart
SW10289,Amazfit GTR Ultra Voice Assistant,Amazfit,7819,11245,30,3426,4.3,40420,18081,"1.2""",TFT,331x363 pixels,9 days,456 mAh,Water Resistant,5.0,Android,Yes,No,Yes,74,No,Yes,Nylon,Silver,54 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Metal,42x39x15 mm,"Smartwatch, Charging Cable, User Manual",6/2023,Flipkart
SW10290,Noise ColorFit Ultra Pro Camera Control,Noise,1479,2550,42,1071,4.2,30081,12758,"1.4""",TFT,333x436 pixels,11 days,227 mAh,5ATM,5.0,Android & iOS,Yes,No,Yes,54,No,No,Leather,Black,57 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Plastic,46x40x15 mm,"Smartwatch, Charging Cable, User Manual",5/2023,Flipkart
SW10291,Amazfit GTR Lite AMOLED Display,Amazfit,8958,14598,38,5640,4.1,22611,3641,"1.8""",OLED,324x383 pixels,7 days,334 mAh,IP67,5.2,Android & iOS,Yes,Yes,Yes,85,No,No,Nylon,Red,42 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber,42x37x14 mm,"Smartwatch, Charging Cable, User Manual",1/2024,Flipkart
SW10292,Realme TechLife Max Stress Monitoring,Realme,3362,5853,42,2491,4.0,16880,18006,"1.2""",LCD,385x357 pixels,10 days,426 mAh,IP68,5.0,Android & iOS,No,No,Yes,53,No,Yes,TPU,Gold,42 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber,41x41x13 mm,"Smartwatch, Charging Cable, User Manual",7/2023,Flipkart
SW10293,Huami Amazfit GTS 3 Notification Alerts,Huami,5341,7346,27,2005,4.3,34393,18177,"1.4""",TFT,326x385 pixels,11 days,316 mAh,5ATM,5.0,Android,Yes,Yes,Yes,99,No,Yes,Nylon,Brown,66 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,50x41x11 mm,"Smartwatch, Charging Cable, User Manual",10/2023,Flipkart
